"","Alabama","","","","Alaska","","","","Arizona","","","","Arkansas","","","","California","","","","Colorado","","","","Connecticut","","","","Delaware","","","","District of Columbia","","","","Florida","","","","Georgia","","","","Hawaii","","","","Idaho","","","","Illinois","","","","Indiana","","","","Iowa","","","","Kansas","","","","Kentucky","","","","Louisiana","","","","Maine","","","","Maryland","","","","Massachusetts","","","","Michigan","","","","Minnesota","","","","Mississippi","","","","Missouri","","","","Montana","","","","Nebraska","","","","Nevada","","","","New Hampshire","","","","New Jersey","","","","New Mexico","","","","New York","","","","North Carolina","","","","North Dakota","","","","Ohio","","","","Oklahoma","","","","Oregon","","","","Pennsylvania","","","","Rhode Island","","","","South Carolina","","","","South Dakota","","","","Tennessee","","","","Texas","","","","Utah","","","","Vermont","","","","Virginia","","","","Washington","","","","West Virginia","","","","Wisconsin","","","","Wyoming","","","","Puerto Rico","","",""
"        20.0 to 24.9 percent","31,219","±2,270","6.1%","±0.5","3,417","±841","6.0%","±1.4","35,414","±2,915","6.9%","±0.6","20,980","±1,833","6.5%","±0.6","121,125","±5,270","6.6%","±0.3","19,877","±2,335","5.6%","±0.6","26,980","±2,000","10.0%","±0.7","5,182","±1,094","6.7%","±1.3","1,700","±594","6.6%","±2.3","137,400","±5,738","7.4%","±0.3","48,077","±3,551","6.8%","±0.5","3,841","±761","4.8%","±0.9","8,455","±1,474","6.3%","±1.1","83,003","±3,751","7.8%","±0.3","37,619","±2,654","6.7%","±0.5","23,741","±1,908","7.0%","±0.5","21,423","±1,795","7.4%","±0.6","24,877","±2,229","5.3%","±0.5","30,957","±2,291","6.0%","±0.4","12,596","±1,232","8.6%","±0.8","22,120","±1,651","6.0%","±0.4","37,083","±2,697","8.1%","±0.6","74,967","±3,721","7.3%","±0.4","34,482","±1,920","7.1%","±0.4","23,777","±2,363","6.9%","±0.7","39,925","±2,597","6.9%","±0.4","8,748","±1,368","7.5%","±1.1","13,355","±1,407","7.3%","±0.7","9,462","±1,331","5.9%","±0.8","10,961","±1,141","9.5%","±0.9","62,032","±3,633","9.9%","±0.6","12,580","±1,788","5.8%","±0.8","120,113","±4,694","8.4%","±0.3","60,155","±3,958","7.3%","±0.5","4,757","±736","5.3%","±0.8","79,885","±3,908","7.6%","±0.4","23,638","±1,791","5.9%","±0.4","22,057","±2,083","7.4%","±0.7","105,393","±4,274","8.0%","±0.3","5,885","±1,180","7.8%","±1.5","31,281","±2,600","6.5%","±0.5","6,809","±1,002","7.1%","±1.0","43,826","±2,865","6.8%","±0.4","150,817","±5,770","6.6%","±0.2","9,280","±1,290","5.2%","±0.7","6,748","±977","10.2%","±1.5","36,116","±2,156","6.2%","±0.4","35,078","±2,199","7.1%","±0.5","14,683","±1,674","5.4%","±0.6","46,052","±2,756","8.7%","±0.5","2,982","±788","4.8%","±1.3","31,411","±2,702","6.5%","±0.6"
"        25.0 to 29.9 percent","20,203","±2,072","4.0%","±0.4","3,004","±858","5.3%","±1.5","21,032","±2,241","4.1%","±0.4","10,529","±1,588","3.3%","±0.5","76,492","±3,947","4.2%","±0.2","12,570","±1,731","3.6%","±0.5","18,379","±1,688","6.8%","±0.6","4,139","±924","5.4%","±1.1","711","±350","2.8%","±1.3","88,649","±4,729","4.7%","±0.2","29,680","±2,521","4.2%","±0.3","2,999","±704","3.7%","±0.9","4,605","±1,008","3.4%","±0.7","55,173","±3,308","5.2%","±0.3","21,833","±2,044","3.9%","±0.4","13,646","±1,464","4.1%","±0.4","13,306","±1,455","4.6%","±0.5","19,007","±1,932","4.1%","±0.4","19,031","±2,088","3.7%","±0.4","8,577","±1,222","5.9%","±0.8","15,392","±1,486","4.2%","±0.4","28,010","±2,579","6.1%","±0.5","51,232","±3,270","5.0%","±0.3","22,529","±1,986","4.6%","±0.4","13,996","±2,012","4.0%","±0.6","26,979","±2,075","4.7%","±0.4","4,403","±824","3.8%","±0.7","7,080","±896","3.9%","±0.5","6,176","±1,057","3.8%","±0.6","7,776","±1,160","6.7%","±1.0","43,698","±2,733","7.0%","±0.4","7,642","±1,310","3.5%","±0.6","81,909","±4,388","5.7%","±0.3","36,317","±3,151","4.4%","±0.4","2,717","±543","3.0%","±0.6","46,943","±2,709","4.5%","±0.2","15,852","±1,302","4.0%","±0.3","14,793","±1,622","4.9%","±0.5","73,129","±2,904","5.6%","±0.2","4,472","±953","5.9%","±1.3","18,465","±1,900","3.8%","±0.4","3,211","±713","3.4%","±0.7","25,009","±2,317","3.9%","±0.4","98,400","±4,721","4.3%","±0.2","5,287","±1,031","3.0%","±0.6","4,665","±771","7.0%","±1.1","21,510","±1,993","3.7%","±0.3","21,482","±2,093","4.3%","±0.4","9,671","±1,205","3.5%","±0.4","29,358","±2,179","5.5%","±0.4","1,432","±503","2.3%","±0.8","18,675","±2,134","3.9%","±0.4"
"        30.0 to 34.9 percent","14,451","±1,708","2.8%","±0.3","1,263","±396","2.2%","±0.7","14,491","±1,826","2.8%","±0.3","7,747","±1,209","2.4%","±0.4","55,544","±3,180","3.0%","±0.2","7,283","±1,432","2.1%","±0.4","12,075","±1,705","4.5%","±0.6","1,786","±600","2.3%","±0.8","565","±282","2.2%","±1.1","69,546","±4,418","3.7%","±0.2","21,752","±2,540","3.1%","±0.4","1,514","±471","1.9%","±0.6","2,700","±666","2.0%","±0.5","39,681","±3,308","3.7%","±0.3","13,508","±1,598","2.4%","±0.3","9,024","±1,154","2.7%","±0.3","8,175","±1,273","2.8%","±0.4","9,153","±1,272","2.0%","±0.3","11,132","±1,573","2.2%","±0.3","6,616","±1,260","4.5%","±0.8","12,311","±1,646","3.3%","±0.4","18,152","±1,756","4.0%","±0.4","35,001","±2,711","3.4%","±0.3","13,904","±1,255","2.8%","±0.3","9,468","±1,521","2.7%","±0.4","15,133","±1,415","2.6%","±0.2","3,256","±796","2.8%","±0.7","4,553","±769","2.5%","±0.4","4,730","±974","2.9%","±0.6","6,362","±1,299","5.5%","±1.1","31,071","±2,699","5.0%","±0.4","5,451","±1,058","2.5%","±0.5","58,798","±2,931","4.1%","±0.2","22,545","±2,220","2.7%","±0.3","1,899","±384","2.1%","±0.4","32,032","±2,355","3.0%","±0.2","9,541","±1,242","2.4%","±0.3","11,187","±1,486","3.7%","±0.5","49,721","±2,668","3.8%","±0.2","3,106","±833","4.1%","±1.1","13,381","±1,644","2.8%","±0.3","2,345","±511","2.4%","±0.5","16,654","±2,209","2.6%","±0.3","64,329","±3,802","2.8%","±0.2","3,701","±912","2.1%","±0.5","3,291","±776","5.0%","±1.2","15,831","±1,705","2.7%","±0.3","14,925","±1,862","3.0%","±0.4","5,518","±1,257","2.0%","±0.5","19,322","±1,533","3.6%","±0.3","1,362","±512","2.2%","±0.8","12,594","±1,725","2.6%","±0.4"
"        35.0 percent or more","47,930","±2,962","9.4%","±0.6","4,947","±829","8.7%","±1.5","47,089","±3,114","9.1%","±0.6","22,465","±1,949","7.0%","±0.6","220,744","±5,537","12.0%","±0.3","31,773","±2,361","9.0%","±0.6","51,755","±2,965","19.1%","±1.0","7,868","±1,153","10.2%","±1.4","3,463","±1,043","13.5%","±3.7","237,757","±6,322","12.7%","±0.3","67,021","±4,545","9.5%","±0.6","7,948","±1,243","9.9%","±1.6","9,777","±1,636","7.3%","±1.1","136,810","±4,948","12.8%","±0.4","42,954","±3,097","7.7%","±0.5","27,814","±2,021","8.3%","±0.6","23,136","±1,914","8.0%","±0.6","41,501","±3,336","8.9%","±0.7","42,298","±3,075","8.2%","±0.6","19,761","±2,194","13.5%","±1.3","42,310","±2,833","11.5%","±0.7","74,854","±4,034","16.3%","±0.8","123,847","±4,511","12.1%","±0.4","43,416","±2,259","8.9%","±0.4","36,561","±2,712","10.6%","±0.8","52,185","±3,152","9.0%","±0.5","10,747","±1,242","9.2%","±1.0","16,782","±1,444","9.2%","±0.8","15,872","±1,901","9.9%","±1.2","21,217","±2,101","18.4%","±1.5","134,589","±5,047","21.6%","±0.7","18,492","±1,867","8.6%","±0.8","244,178","±7,544","17.0%","±0.5","81,192","±4,672","9.8%","±0.5","6,368","±816","7.1%","±0.9","95,055","±4,185","9.0%","±0.4","28,674","±1,905","7.2%","±0.5","37,838","±2,400","12.6%","±0.8","162,159","±5,394","12.3%","±0.4","12,569","±1,598","16.6%","±2.1","49,849","±2,989","10.3%","±0.6","7,863","±1,044","8.2%","±1.1","48,636","±2,855","7.6%","±0.4","211,684","±7,439","9.3%","±0.3","12,165","±1,667","6.9%","±0.9","11,979","±1,348","18.1%","±1.8","47,547","±2,785","8.2%","±0.5","51,104","±3,307","10.3%","±0.6","18,123","±2,115","6.6%","±0.8","60,605","±3,017","11.4%","±0.6","4,648","±1,196","7.5%","±1.8","53,966","±3,502","11.1%","±0.7"
"    Not computed","9,407","±1,471","(X)","(X)","149","±146","(X)","(X)","12,236","±1,874","(X)","(X)","4,768","±1,030","(X)","(X)","25,815","±2,348","(X)","(X)","3,646","±689","(X)","(X)","3,070","±793","(X)","(X)","832","±453","(X)","(X)","601","±337","(X)","(X)","37,533","±3,284","(X)","(X)","12,905","±1,579","(X)","(X)","1,012","±484","(X)","(X)","1,986","±1,048","(X)","(X)","14,796","±1,721","(X)","(X)","7,212","±1,372","(X)","(X)","3,152","±829","(X)","(X)","2,986","±726","(X)","(X)","6,460","±1,075","(X)","(X)","9,698","±1,550","(X)","(X)","1,553","±580","(X)","(X)","4,260","±1,084","(X)","(X)","5,613","±1,077","(X)","(X)","13,942","±1,714","(X)","(X)","4,370","±707","(X)","(X)","6,861","±1,301","(X)","(X)","6,913","±1,309","(X)","(X)","1,391","±531","(X)","(X)","1,687","±501","(X)","(X)","2,654","±664","(X)","(X)","1,356","±636","(X)","(X)","5,412","±1,238","(X)","(X)","4,824","±995","(X)","(X)","15,015","±1,601","(X)","(X)","10,546","±1,651","(X)","(X)","680","±235","(X)","(X)","13,451","±1,882","(X)","(X)","5,699","±864","(X)","(X)","2,523","±638","(X)","(X)","13,198","±1,818","(X)","(X)","691","±341","(X)","(X)","9,850","±1,576","(X)","(X)","963","±372","(X)","(X)","7,750","±1,438","(X)","(X)","31,613","±2,952","(X)","(X)","2,233","±718","(X)","(X)","613","±382","(X)","(X)","8,008","±1,237","(X)","(X)","5,549","±1,078","(X)","(X)","3,516","±892","(X)","(X)","6,289","±878","(X)","(X)","526","±329","(X)","(X)","31,699","±2,897","(X)","(X)"
"GROSS RENT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Occupied units paying rent","521,275","±10,191","521,275","(X)","83,084","±3,268","83,084","(X)","865,997","±13,331","865,997","(X)","347,957","±7,259","347,957","(X)","5,664,492","±26,884","5,664,492","(X)","682,381","±11,273","682,381","(X)","430,906","±8,835","430,906","(X)","90,026","±3,902","90,026","(X)","156,499","±4,214","156,499","(X)","2,419,717","±21,029","2,419,717","(X)","1,247,205","±15,048","1,247,205","(X)","183,426","±5,172","183,426","(X)","167,094","±6,323","167,094","(X)","1,556,264","±15,968","1,556,264","(X)","739,568","±11,582","739,568","(X)","337,517","±6,826","337,517","(X)","353,489","±7,726","353,489","(X)","498,672","±9,336","498,672","(X)","531,284","±10,845","531,284","(X)","150,314","±5,119","150,314","(X)","695,516","±10,341","695,516","(X)","943,857","±12,947","943,857","(X)","1,063,403","±11,547","1,063,403","(X)","574,772","±9,235","574,772","(X)","314,601","±8,171","314,601","(X)","728,460","±9,648","728,460","(X)","123,741","±4,160","123,741","(X)","234,180","±5,453","234,180","(X)","444,652","±7,492","444,652","(X)","148,869","±5,453","148,869","(X)","1,105,196","±14,417","1,105,196","(X)","222,307","±6,816","222,307","(X)","3,230,463","±19,888","3,230,463","(X)","1,242,779","±14,352","1,242,779","(X)","96,741","±3,561","96,741","(X)","1,467,509","±14,496","1,467,509","(X)","457,211","±8,080","457,211","(X)","573,479","±8,179","573,479","(X)","1,438,508","±16,172","1,438,508","(X)","155,998","±5,288","155,998","(X)","514,188","±9,589","514,188","(X)","100,487","±3,769","100,487","(X)","764,479","±11,666","764,479","(X)","3,293,713","±23,422","3,293,713","(X)","261,606","±6,089","261,606","(X)","69,163","±3,324","69,163","(X)","995,279","±13,499","995,279","(X)","966,165","±12,387","966,165","(X)","170,631","±5,426","170,631","(X)","716,866","±11,004","716,866","(X)","63,429","±3,412","63,429","(X)","245,661","±6,864","245,661","(X)"
"        Less than $200","12,600","±1,745","2.4%","±0.3","671","±316","0.8%","±0.4","8,959","±1,524","1.0%","±0.2","7,081","±1,320","2.0%","±0.4","45,603","±3,801","0.8%","±0.1","7,952","±1,517","1.2%","±0.2","9,332","±1,468","2.2%","±0.3","1,979","±740","2.2%","±0.8","4,917","±1,172","3.1%","±0.7","27,054","±2,471","1.1%","±0.1","19,986","±2,141","1.6%","±0.2","2,872","±851","1.6%","±0.5","2,639","±836","1.6%","±0.5","30,530","±2,827","2.0%","±0.2","14,538","±1,906","2.0%","±0.3","4,942","±955","1.5%","±0.3","5,180","±972","1.5%","±0.3","14,815","±1,641","3.0%","±0.3","11,034","±1,736","2.1%","±0.3","3,410","±812","2.3%","±0.5","11,949","±1,648","1.7%","±0.2","19,829","±2,254","2.1%","±0.2","20,066","±1,832","1.9%","±0.2","11,951","±1,621","2.1%","±0.3","11,249","±1,619","3.6%","±0.5","11,661","±1,640","1.6%","±0.2","3,084","±765","2.5%","±0.6","3,255","±838","1.4%","±0.4","2,715","±948","0.6%","±0.2","1,859","±692","1.2%","±0.5","17,673","±2,194","1.6%","±0.2","3,939","±894","1.8%","±0.4","42,624","±3,569","1.3%","±0.1","23,685","±2,349","1.9%","±0.2","2,920","±852","3.0%","±0.9","39,931","±3,392","2.7%","±0.2","10,224","±1,334","2.2%","±0.3","9,207","±1,975","1.6%","±0.3","26,945","±2,419","1.9%","±0.2","4,828","±1,126","3.1%","±0.7","9,142","±1,601","1.8%","±0.3","4,349","±961","4.3%","±0.9","19,278","±2,331","2.5%","±0.3","48,327","±3,744","1.5%","±0.1","2,734","±833","1.0%","±0.3","1,638","±621","2.4%","±0.9","15,671","±2,255","1.6%","±0.2","13,871","±1,965","1.4%","±0.2","5,119","±1,012","3.0%","±0.6","8,117","±1,638","1.1%","±0.2","1,679","±811","2.6%","±1.3","44,488","±3,152","18.1%","±1.2"
"        $200 to $299","26,291","±2,517","5.0%","±0.5","694","±246","0.8%","±0.3","14,017","±2,054","1.6%","±0.2","15,391","±1,792","4.4%","±0.5","116,122","±5,787","2.0%","±0.1","13,906","±1,828","2.0%","±0.3","18,245","±2,285","4.2%","±0.5","2,675","±778","3.0%","±0.8","7,541","±1,256","4.8%","±0.8","45,795","±3,714","1.9%","±0.2","33,711","±3,151","2.7%","±0.3","3,762","±902","2.1%","±0.5","6,202","±1,673","3.7%","±1.0","53,628","±3,500","3.4%","±0.2","25,731","±2,474","3.5%","±0.3","13,777","±1,549","4.1%","±0.4","11,768","±1,489","3.3%","±0.4","27,290","±2,623","5.5%","±0.5","22,505","±2,933","4.2%","±0.5","8,982","±1,445","6.0%","±1.0","20,001","±2,095","2.9%","±0.3","48,878","±3,725","5.2%","±0.4","45,002","±3,120","4.2%","±0.3","25,843","±2,263","4.5%","±0.4","16,287","±1,722","5.2%","±0.5","29,741","±2,703","4.1%","±0.4","5,940","±990","4.8%","±0.8","8,215","±1,299","3.5%","±0.5","4,952","±1,226","1.1%","±0.3","5,153","±1,193","3.5%","±0.8","37,564","±3,476","3.4%","±0.3","9,200","±1,552","4.1%","±0.7","135,216","±6,002","4.2%","±0.2","36,423","±3,186","2.9%","±0.3","3,722","±778","3.8%","±0.8","58,280","±4,011","4.0%","±0.3","18,536","±1,674","4.1%","±0.3","10,836","±1,835","1.9%","±0.3","61,309","±4,098","4.3%","±0.3","9,546","±1,641","6.1%","±1.0","20,769","±2,445","4.0%","±0.5","6,977","±1,365","6.9%","±1.4","26,698","±3,012","3.5%","±0.4","70,632","±3,747","2.1%","±0.1","5,915","±1,093","2.3%","±0.4","3,994","±950","5.8%","±1.3","27,339","±2,656","2.7%","±0.3","26,477","±3,009","2.7%","±0.3","9,783","±1,347","5.7%","±0.8","28,540","±2,476","4.0%","±0.3","1,830","±755","2.9%","±1.2","20,228","±2,331","8.2%","±0.9"
"        $300 to $499","83,029","±5,362","15.9%","±1.0","4,570","±1,072","5.5%","±1.3","55,196","±3,684","6.4%","±0.4","56,708","±3,636","16.3%","±1.0","189,994","±8,766","3.4%","±0.2","29,823","±2,841","4.4%","±0.4","26,268","±2,362","6.1%","±0.5","3,949","±895","4.4%","±1.0","4,816","±1,068","3.1%","±0.7","106,100","±6,510","4.4%","±0.3","100,555","±5,000","8.1%","±0.4","6,672","±1,478","3.6%","±0.8","21,582","±2,158","12.9%","±1.2","115,068","±4,610","7.4%","±0.3","82,712","±4,728","11.2%","±0.6","56,745","±3,305","16.8%","±0.9","45,116","±3,030","12.8%","±0.8","79,757","±4,687","16.0%","±0.9","64,450","±4,269","12.1%","±0.7","16,410","±1,775","10.9%","±1.2","25,144","±2,587","3.6%","±0.4","75,069","±4,278","8.0%","±0.5","103,336","±4,159","9.7%","±0.4","56,223","±2,876","9.8%","±0.5","45,381","±3,105","14.4%","±1.0","91,985","±3,717","12.6%","±0.5","21,268","±1,982","17.2%","±1.6","33,337","±2,852","14.2%","±1.2","16,701","±1,760","3.8%","±0.4","8,094","±1,392","5.4%","±0.9","39,087","±2,945","3.5%","±0.3","26,811","±2,814","12.1%","±1.2","211,440","±8,107","6.5%","±0.3","116,545","±5,103","9.4%","±0.4","14,073","±1,676","14.5%","±1.6","187,326","±6,952","12.8%","±0.5","59,091","±2,751","12.9%","±0.6","35,849","±3,037","6.3%","±0.5","135,051","±5,375","9.4%","±0.3","11,001","±1,516","7.1%","±1.0","55,138","±3,940","10.7%","±0.7","18,614","±1,943","18.5%","±1.8","90,488","±4,432","11.8%","±0.5","224,001","±8,558","6.8%","±0.3","15,776","±1,651","6.0%","±0.6","4,210","±965","6.1%","±1.4","57,979","±4,358","5.8%","±0.4","46,511","±3,522","4.8%","±0.4","35,000","±3,159","20.5%","±1.6","70,071","±3,711","9.8%","±0.5","7,303","±1,305","11.5%","±1.9","77,481","±4,345","31.5%","±1.5"
"        $500 to $749","178,490","±7,111","34.2%","±1.2","9,395","±1,357","11.3%","±1.6","211,734","±7,154","24.4%","±0.8","144,718","±5,687","41.6%","±1.5","522,446","±10,906","9.2%","±0.2","133,670","±5,900","19.6%","±0.8","43,717","±3,404","10.1%","±0.8","11,470","±1,651","12.7%","±1.8","9,487","±1,536","6.1%","±1.0","413,375","±11,007","17.1%","±0.4","309,885","±9,283","24.8%","±0.7","11,853","±1,927","6.5%","±1.1","60,076","±4,038","36.0%","±2.2","333,332","±7,555","21.4%","±0.5","270,729","±8,538","36.6%","±0.9","131,084","±5,153","38.8%","±1.3","116,960","±5,339","33.1%","±1.2","185,223","±6,647","37.1%","±1.3","159,853","±6,749","30.1%","±1.1","44,660","±3,203","29.7%","±1.9","53,748","±3,915","7.7%","±0.6","109,665","±5,786","11.6%","±0.6","337,582","±8,154","31.7%","±0.7","135,164","±5,727","23.5%","±0.9","105,127","±5,262","33.4%","±1.4","248,539","±7,878","34.1%","±1.0","40,429","±2,976","32.7%","±2.2","85,666","±3,834","36.6%","±1.4","94,894","±4,686","21.3%","±1.0","19,455","±2,477","13.1%","±1.6","75,458","±4,857","6.8%","±0.4","64,844","±4,276","29.2%","±1.8","439,540","±10,259","13.6%","±0.3","397,840","±8,318","32.0%","±0.5","34,562","±2,909","35.7%","±2.5","535,639","±10,357","36.5%","±0.6","169,693","±4,807","37.1%","±0.9","123,583","±5,538","21.5%","±0.9","368,778","±9,993","25.6%","±0.6","24,207","±2,822","15.5%","±1.7","160,970","±7,252","31.3%","±1.3","36,153","±2,303","36.0%","±2.1","247,658","±8,923","32.4%","±1.1","863,420","±14,035","26.2%","±0.4","60,185","±3,664","23.0%","±1.4","14,974","±1,597","21.7%","±2.1","142,316","±5,790","14.3%","±0.6","160,461","±5,735","16.6%","±0.6","67,765","±3,486","39.7%","±1.8","242,573","±7,253","33.8%","±0.8","18,276","±2,091","28.8%","±2.7","62,029","±4,022","25.2%","±1.4"
"        $750 to $999","129,164","±6,366","24.8%","±1.1","17,636","±2,004","21.2%","±2.1","238,926","±8,081","27.6%","±0.8","81,761","±4,950","23.5%","±1.3","1,019,156","±15,712","18.0%","±0.3","175,585","±7,075","25.7%","±1.0","102,770","±4,775","23.8%","±1.1","25,081","±2,303","27.9%","±2.2","23,618","±2,353","15.1%","±1.5","697,658","±15,470","28.8%","±0.6","372,673","±11,066","29.9%","±0.8","22,062","±1,980","12.0%","±1.1","39,698","±3,159","23.8%","±1.7","438,867","±10,738","28.2%","±0.6","211,038","±7,267","28.5%","±0.9","75,931","±3,376","22.5%","±1.0","90,977","±3,923","25.7%","±1.1","118,493","±5,983","23.8%","±1.1","140,841","±6,239","26.5%","±1.1","39,036","±3,149","26.0%","±1.8","116,281","±4,647","16.7%","±0.6","167,553","±7,611","17.8%","±0.8","291,107","±8,242","27.4%","±0.7","155,568","±5,586","27.1%","±0.9","84,975","±4,917","27.0%","±1.4","190,191","±7,075","26.1%","±0.9","26,737","±2,647","21.6%","±2.0","59,723","±3,712","25.5%","±1.5","127,261","±5,577","28.6%","±1.1","40,741","±3,228","27.4%","±1.9","206,459","±8,029","18.7%","±0.7","57,218","±4,587","25.7%","±1.9","545,197","±12,244","16.9%","±0.4","359,651","±8,772","28.9%","±0.7","21,610","±2,290","22.3%","±2.4","389,244","±9,007","26.5%","±0.6","116,719","±4,609","25.5%","±0.9","178,293","±5,433","31.1%","±0.9","383,750","±8,596","26.7%","±0.6","47,243","±3,737","30.3%","±2.2","146,937","±5,382","28.6%","±0.9","20,744","±2,192","20.6%","±2.0","206,406","±7,022","27.0%","±0.8","957,886","±18,253","29.1%","±0.5","76,677","±4,475","29.3%","±1.7","20,361","±2,169","29.4%","±2.7","196,360","±6,457","19.7%","±0.6","246,656","±7,266","25.5%","±0.7","33,389","±2,740","19.6%","±1.5","217,169","±6,160","30.3%","±0.8","17,755","±2,080","28.0%","±3.2","25,511","±3,089","10.4%","±1.3"
"        $1,000 to $1,499","73,512","±4,399","14.1%","±0.8","28,600","±2,311","34.4%","±2.4","256,089","±8,142","29.6%","±0.8","34,696","±3,412","10.0%","±1.0","1,929,080","±19,792","34.1%","±0.3","214,526","±7,599","31.4%","±0.9","150,331","±6,410","34.9%","±1.3","35,020","±2,349","38.9%","±2.3","42,615","±3,215","27.2%","±1.8","791,497","±15,000","32.7%","±0.5","326,305","±10,750","26.2%","±0.8","52,860","±3,332","28.8%","±1.7","28,975","±3,200","17.3%","±1.7","388,220","±9,542","24.9%","±0.6","108,699","±5,509","14.7%","±0.7","41,719","±3,302","12.4%","±0.9","63,637","±3,604","18.0%","±0.9","60,086","±4,090","12.0%","±0.8","104,836","±4,586","19.7%","±0.8","29,104","±2,720","19.4%","±1.6","260,645","±6,878","37.5%","±0.8","290,773","±9,195","30.8%","±0.8","204,478","±6,930","19.2%","±0.6","134,968","±6,250","23.5%","±0.9","43,719","±3,907","13.9%","±1.2","123,999","±5,964","17.0%","±0.8","19,435","±2,346","15.7%","±1.8","34,787","±2,353","14.9%","±0.9","144,130","±5,607","32.4%","±1.2","55,094","±3,584","37.0%","±2.2","444,473","±10,954","40.2%","±0.9","48,167","±3,833","21.7%","±1.5","982,351","±11,052","30.4%","±0.3","241,312","±8,913","19.4%","±0.6","13,407","±1,820","13.9%","±1.8","205,664","±6,913","14.0%","±0.4","65,399","±3,587","14.3%","±0.7","153,428","±6,323","26.8%","±1.0","332,771","±9,667","23.1%","±0.6","43,125","±3,211","27.6%","±2.0","92,714","±5,180","18.0%","±1.0","11,655","±1,708","11.6%","±1.6","138,964","±6,033","18.2%","±0.8","825,908","±15,200","25.1%","±0.5","71,838","±4,490","27.5%","±1.4","18,192","±1,887","26.3%","±2.4","287,235","±8,806","28.9%","±0.7","298,216","±8,910","30.9%","±0.8","17,033","±2,035","10.0%","±1.1","118,124","±4,966","16.5%","±0.6","12,405","±1,934","19.6%","±2.9","12,804","±1,721","5.2%","±0.7"
