"","Alabama","","","","Alaska","","","","Arizona","","","","Arkansas","","","","California","","","","Colorado","","","","Connecticut","","","","Delaware","","","","District of Columbia","","","","Florida","","","","Georgia","","","","Hawaii","","","","Idaho","","","","Illinois","","","","Indiana","","","","Iowa","","","","Kansas","","","","Kentucky","","","","Louisiana","","","","Maine","","","","Maryland","","","","Massachusetts","","","","Michigan","","","","Minnesota","","","","Mississippi","","","","Missouri","","","","Montana","","","","Nebraska","","","","Nevada","","","","New Hampshire","","","","New Jersey","","","","New Mexico","","","","New York","","","","North Carolina","","","","North Dakota","","","","Ohio","","","","Oklahoma","","","","Oregon","","","","Pennsylvania","","","","Rhode Island","","","","South Carolina","","","","South Dakota","","","","Tennessee","","","","Texas","","","","Utah","","","","Vermont","","","","Virginia","","","","Washington","","","","West Virginia","","","","Wisconsin","","","","Wyoming","","","","Puerto Rico","","",""
"    $500,000 to $999,999","32,919","±2,705","2.6%","±0.2","10,623","±1,594","6.5%","±1.0","80,032","±4,407","5.3%","±0.3","12,097","±1,788","1.6%","±0.2","1,808,683","±16,867","26.2%","±0.2","120,208","±4,203","9.3%","±0.3","120,976","±4,961","13.1%","±0.5","13,843","±1,478","5.8%","±0.6","31,574","±2,553","29.5%","±2.0","235,301","±6,774","4.9%","±0.1","99,952","±4,414","4.3%","±0.2","113,356","±4,127","43.8%","±1.3","15,450","±1,844","3.8%","±0.5","206,599","±6,082","6.4%","±0.2","30,907","±2,663","1.8%","±0.2","15,084","±1,721","1.7%","±0.2","14,716","±1,762","2.0%","±0.2","22,227","±1,923","1.9%","±0.2","27,013","±2,069","2.4%","±0.2","17,051","±1,980","4.3%","±0.5","225,771","±6,828","15.8%","±0.5","266,952","±6,762","17.0%","±0.4","55,534","±3,126","2.0%","±0.1","75,432","±3,153","4.9%","±0.2","10,342","±1,431","1.4%","±0.2","44,276","±2,580","2.7%","±0.2","12,973","±1,461","4.6%","±0.5","7,791","±1,371","1.6%","±0.3","25,961","±2,358","4.6%","±0.4","22,841","±1,872","6.2%","±0.5","392,987","±7,829","18.7%","±0.4","24,944","±2,007","4.8%","±0.4","764,619","±12,237","19.6%","±0.3","111,636","±4,738","4.5%","±0.2","1,951","±494","1.0%","±0.3","54,666","±2,800","1.8%","±0.1","15,452","±1,612","1.6%","±0.2","82,948","±4,373","8.8%","±0.4","154,846","±5,266","4.5%","±0.2","20,056","±1,974","8.2%","±0.8","50,050","±3,095","4.1%","±0.3","4,152","±848","1.9%","±0.4","52,731","±2,986","3.2%","±0.2","165,839","±5,382","3.0%","±0.1","35,354","±2,564","5.7%","±0.4","10,520","±1,396","5.8%","±0.7","280,134","±6,364","13.8%","±0.3","206,915","±6,178","12.6%","±0.4","5,653","±980","1.0%","±0.2","49,405","±2,520","3.2%","±0.2","6,739","±1,208","4.3%","±0.8","20,172","±1,867","2.2%","±0.2"
"    $1,000,000 or more","10,094","±1,520","0.8%","±0.1","970","±383","0.6%","±0.2","22,559","±2,178","1.5%","±0.1","3,750","±965","0.5%","±0.1","518,715","±8,869","7.5%","±0.1","26,888","±2,415","2.1%","±0.2","41,849","±2,619","4.5%","±0.3","3,866","±940","1.6%","±0.4","11,601","±1,305","10.8%","±1.2","87,203","±4,630","1.8%","±0.1","23,220","±2,097","1.0%","±0.1","23,781","±2,010","9.2%","±0.8","4,662","±962","1.2%","±0.2","50,620","±3,048","1.6%","±0.1","7,065","±1,093","0.4%","±0.1","3,551","±817","0.4%","±0.1","3,806","±917","0.5%","±0.1","6,741","±1,310","0.6%","±0.1","7,136","±1,312","0.6%","±0.1","4,666","±793","1.2%","±0.2","39,434","±2,368","2.8%","±0.2","55,054","±3,207","3.5%","±0.2","16,067","±1,631","0.6%","±0.1","13,717","±1,305","0.9%","±0.1","4,768","±901","0.6%","±0.1","11,481","±1,461","0.7%","±0.1","4,746","±972","1.7%","±0.3","1,785","±421","0.4%","±0.1","7,361","±1,273","1.3%","±0.2","4,254","±874","1.2%","±0.2","63,428","±3,398","3.0%","±0.2","5,932","±1,183","1.1%","±0.2","186,577","±5,336","4.8%","±0.1","26,397","±2,103","1.1%","±0.1","839","±349","0.4%","±0.2","14,907","±1,425","0.5%","±0.1","4,837","±1,073","0.5%","±0.1","13,221","±1,507","1.4%","±0.2","30,491","±2,557","0.9%","±0.1","5,195","±1,029","2.1%","±0.4","16,846","±1,680","1.4%","±0.1","1,543","±452","0.7%","±0.2","14,342","±1,595","0.9%","±0.1","47,135","±3,178","0.8%","±0.1","6,062","±910","1.0%","±0.1","2,596","±645","1.4%","±0.4","43,628","±3,127","2.2%","±0.2","36,840","±2,340","2.2%","±0.1","2,999","±872","0.5%","±0.2","10,163","±1,154","0.6%","±0.1","3,073","±764","2.0%","±0.5","4,391","±970","0.5%","±0.1"
"    Median (dollars)","123,900","±1,515","(X)","(X)","241,400","±5,365","(X)","(X)","168,800","±1,273","(X)","(X)","106,300","±1,591","(X)","(X)","370,900","±1,528","(X)","(X)","236,600","±1,553","(X)","(X)","288,800","±2,016","(X)","(X)","243,600","±3,644","(X)","(X)","426,900","±16,253","(X)","(X)","164,200","±756","(X)","(X)","156,200","±949","(X)","(X)","525,400","±9,714","(X)","(X)","165,100","±2,311","(X)","(X)","191,800","±1,301","(X)","(X)","123,300","±895","(X)","(X)","123,400","±1,227","(X)","(X)","127,300","±1,824","(X)","(X)","121,600","±1,429","(X)","(X)","137,500","±1,828","(X)","(X)","179,100","±2,735","(X)","(X)","301,400","±2,878","(X)","(X)","334,100","±1,711","(X)","(X)","123,300","±733","(X)","(X)","194,300","±1,279","(X)","(X)","100,100","±2,117","(X)","(X)","139,000","±1,279","(X)","(X)","181,200","±3,525","(X)","(X)","127,600","±1,502","(X)","(X)","174,800","±2,325","(X)","(X)","243,000","±3,163","(X)","(X)","339,200","±1,549","(X)","(X)","161,200","±2,450","(X)","(X)","296,500","±2,478","(X)","(X)","154,200","±988","(X)","(X)","123,000","±3,132","(X)","(X)","134,400","±767","(X)","(X)","111,400","±1,236","(X)","(X)","244,500","±1,824","(X)","(X)","165,500","±863","(X)","(X)","254,500","±4,443","(X)","(X)","138,100","±1,274","(X)","(X)","129,700","±3,184","(X)","(X)","139,000","±1,433","(X)","(X)","128,100","±783","(X)","(X)","217,200","±1,811","(X)","(X)","216,800","±3,888","(X)","(X)","249,100","±1,591","(X)","(X)","271,800","±1,696","(X)","(X)","95,100","±2,307","(X)","(X)","169,400","±826","(X)","(X)","180,100","±3,876","(X)","(X)","120,300","±1,324","(X)","(X)"
"MORTGAGE STATUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Owner-occupied units","1,272,846","±12,811","1,272,846","(X)","162,785","±3,878","162,785","(X)","1,522,938","±13,309","1,522,938","(X)","751,568","±9,191","751,568","(X)","6,903,175","±27,402","6,903,175","(X)","1,292,792","±11,248","1,292,792","(X)","923,617","±8,286","923,617","(X)","239,884","±4,113","239,884","(X)","107,193","±3,924","107,193","(X)","4,794,130","±25,332","4,794,130","(X)","2,304,165","±17,073","2,304,165","(X)","258,533","±5,422","258,533","(X)","401,532","±6,302","401,532","(X)","3,219,338","±16,289","3,219,338","(X)","1,736,751","±11,947","1,736,751","(X)","885,284","±8,254","885,284","(X)","749,907","±8,746","749,907","(X)","1,156,292","±12,036","1,156,292","(X)","1,141,504","±11,499","1,141,504","(X)","396,395","±5,449","396,395","(X)","1,426,267","±12,068","1,426,267","(X)","1,568,382","±10,691","1,568,382","(X)","2,769,474","±14,635","2,769,474","(X)","1,527,328","±10,448","1,527,328","(X)","753,374","±9,176","753,374","(X)","1,621,371","±13,182","1,621,371","(X)","280,633","±4,455","280,633","(X)","484,649","±6,026","484,649","(X)","565,869","±9,281","565,869","(X)","369,448","±5,293","369,448","(X)","2,106,728","±14,618","2,106,728","(X)","519,864","±7,374","519,864","(X)","3,904,123","±16,568","3,904,123","(X)","2,465,551","±18,417","2,465,551","(X)","187,673","±3,460","187,673","(X)","3,095,197","±18,587","3,095,197","(X)","971,378","±9,238","971,378","(X)","942,674","±8,824","942,674","(X)","3,461,678","±15,683","3,461,678","(X)","244,516","±5,053","244,516","(X)","1,210,160","±11,085","1,210,160","(X)","216,821","±3,676","216,821","(X)","1,662,768","±15,433","1,662,768","(X)","5,555,903","±27,420","5,555,903","(X)","615,142","±6,267","615,142","(X)","180,847","±3,870","180,847","(X)","2,025,240","±16,608","2,025,240","(X)","1,644,939","±11,518","1,644,939","(X)","553,429","±5,834","553,429","(X)","1,566,039","±12,101","1,566,039","(X)","155,278","±3,397","155,278","(X)","929,831","±9,777","929,831","(X)"
"    Housing units with a mortgage","774,408","±11,811","60.8%","±0.7","112,659","±3,658","69.2%","±1.5","1,065,003","±11,608","69.9%","±0.5","433,218","±8,521","57.6%","±0.8","5,183,554","±27,183","75.1%","±0.3","974,765","±10,769","75.4%","±0.5","660,057","±8,447","71.5%","±0.6","170,847","±3,770","71.2%","±1.0","82,658","±3,696","77.1%","±1.5","3,064,955","±23,728","63.9%","±0.3","1,639,846","±15,202","71.2%","±0.4","175,138","±5,017","67.7%","±1.1","275,925","±6,274","68.7%","±1.0","2,223,670","±14,753","69.1%","±0.3","1,218,452","±11,476","70.2%","±0.4","553,055","±8,328","62.5%","±0.6","480,190","±8,870","64.0%","±0.7","717,861","±10,476","62.1%","±0.6","637,183","±11,302","55.8%","±0.7","258,025","±5,141","65.1%","±0.8","1,090,776","±11,617","76.5%","±0.4","1,132,001","±10,169","72.2%","±0.4","1,828,046","±14,919","66.0%","±0.4","1,076,735","±8,953","70.5%","±0.4","411,111","±7,879","54.6%","±0.8","1,067,865","±11,356","65.9%","±0.4","165,561","±4,571","59.0%","±1.1","309,474","±5,919","63.9%","±0.8","429,984","±9,713","76.0%","±0.9","257,120","±5,334","69.6%","±1.0","1,496,628","±14,811","71.0%","±0.4","316,301","±6,958","60.8%","±1.1","2,537,133","±17,175","65.0%","±0.3","1,656,792","±14,774","67.2%","±0.4","100,295","±3,362","53.4%","±1.3","2,101,565","±17,541","67.9%","±0.3","585,362","±8,394","60.3%","±0.7","659,197","±9,664","69.9%","±0.7","2,169,055","±15,630","62.7%","±0.4","178,372","±4,808","72.9%","±1.0","760,782","±12,195","62.9%","±0.6","126,942","±3,494","58.5%","±1.2","1,043,349","±13,746","62.7%","±0.5","3,475,274","±23,904","62.6%","±0.3","457,098","±6,183","74.3%","±0.7","121,323","±3,339","67.1%","±1.2","1,458,444","±15,818","72.0%","±0.4","1,192,765","±12,139","72.5%","±0.5","274,978","±5,889","49.7%","±0.9","1,064,180","±11,649","68.0%","±0.4","93,523","±3,719","60.2%","±1.8","362,159","±8,143","38.9%","±0.7"
"    Housing units without a mortgage","498,438","±9,912","39.2%","±0.7","50,126","±2,618","30.8%","±1.5","457,935","±8,752","30.1%","±0.5","318,350","±6,991","42.4%","±0.8","1,719,621","±18,951","24.9%","±0.3","318,027","±6,814","24.6%","±0.5","263,560","±6,166","28.5%","±0.6","69,037","±2,701","28.8%","±1.0","24,535","±1,627","22.9%","±1.5","1,729,175","±14,629","36.1%","±0.3","664,319","±10,312","28.8%","±0.4","83,395","±3,201","32.3%","±1.1","125,607","±4,245","31.3%","±1.0","995,668","±12,614","30.9%","±0.3","518,299","±8,388","29.8%","±0.4","332,229","±6,008","37.5%","±0.6","269,717","±5,310","36.0%","±0.7","438,431","±8,379","37.9%","±0.6","504,321","±9,287","44.2%","±0.7","138,370","±3,634","34.9%","±0.8","335,491","±6,633","23.5%","±0.4","436,381","±7,726","27.8%","±0.4","941,428","±11,991","34.0%","±0.4","450,593","±6,597","29.5%","±0.4","342,263","±7,114","45.4%","±0.8","553,506","±8,148","34.1%","±0.4","115,072","±3,363","41.0%","±1.1","175,175","±4,188","36.1%","±0.8","135,885","±5,034","24.0%","±0.9","112,328","±3,780","30.4%","±1.0","610,100","±9,353","29.0%","±0.4","203,563","±6,415","39.2%","±1.1","1,366,990","±13,705","35.0%","±0.3","808,759","±10,982","32.8%","±0.4","87,378","±2,509","46.6%","±1.3","993,632","±11,214","32.1%","±0.3","386,016","±8,197","39.7%","±0.7","283,477","±6,104","30.1%","±0.7","1,292,623","±13,706","37.3%","±0.4","66,144","±2,710","27.1%","±1.0","449,378","±7,498","37.1%","±0.6","89,879","±3,071","41.5%","±1.2","619,419","±9,864","37.3%","±0.5","2,080,629","±19,714","37.4%","±0.3","158,044","±4,376","25.7%","±0.7","59,524","±2,610","32.9%","±1.2","566,796","±9,306","28.0%","±0.4","452,174","±7,857","27.5%","±0.5","278,451","±5,758","50.3%","±0.9","501,859","±7,356","32.0%","±0.4","61,755","±2,807","39.8%","±1.8","567,672","±7,756","61.1%","±0.7"
"SELECTED MONTHLY OWNER COSTS (SMOC)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Housing units with a mortgage","774,408","±11,811","774,408","(X)","112,659","±3,658","112,659","(X)","1,065,003","±11,608","1,065,003","(X)","433,218","±8,521","433,218","(X)","5,183,554","±27,183","5,183,554","(X)","974,765","±10,769","974,765","(X)","660,057","±8,447","660,057","(X)","170,847","±3,770","170,847","(X)","82,658","±3,696","82,658","(X)","3,064,955","±23,728","3,064,955","(X)","1,639,846","±15,202","1,639,846","(X)","175,138","±5,017","175,138","(X)","275,925","±6,274","275,925","(X)","2,223,670","±14,753","2,223,670","(X)","1,218,452","±11,476","1,218,452","(X)","553,055","±8,328","553,055","(X)","480,190","±8,870","480,190","(X)","717,861","±10,476","717,861","(X)","637,183","±11,302","637,183","(X)","258,025","±5,141","258,025","(X)","1,090,776","±11,617","1,090,776","(X)","1,132,001","±10,169","1,132,001","(X)","1,828,046","±14,919","1,828,046","(X)","1,076,735","±8,953","1,076,735","(X)","411,111","±7,879","411,111","(X)","1,067,865","±11,356","1,067,865","(X)","165,561","±4,571","165,561","(X)","309,474","±5,919","309,474","(X)","429,984","±9,713","429,984","(X)","257,120","±5,334","257,120","(X)","1,496,628","±14,811","1,496,628","(X)","316,301","±6,958","316,301","(X)","2,537,133","±17,175","2,537,133","(X)","1,656,792","±14,774","1,656,792","(X)","100,295","±3,362","100,295","(X)","2,101,565","±17,541","2,101,565","(X)","585,362","±8,394","585,362","(X)","659,197","±9,664","659,197","(X)","2,169,055","±15,630","2,169,055","(X)","178,372","±4,808","178,372","(X)","760,782","±12,195","760,782","(X)","126,942","±3,494","126,942","(X)","1,043,349","±13,746","1,043,349","(X)","3,475,274","±23,904","3,475,274","(X)","457,098","±6,183","457,098","(X)","121,323","±3,339","121,323","(X)","1,458,444","±15,818","1,458,444","(X)","1,192,765","±12,139","1,192,765","(X)","274,978","±5,889","274,978","(X)","1,064,180","±11,649","1,064,180","(X)","93,523","±3,719","93,523","(X)","362,159","±8,143","362,159","(X)"
"    Less than $300","2,064","±670","0.3%","±0.1","101","±116","0.1%","±0.1","3,151","±903","0.3%","±0.1","2,453","±730","0.6%","±0.2","7,776","±1,571","0.2%","±0.1","1,571","±621","0.2%","±0.1","116","±113","0.0%","±0.1","242","±210","0.1%","±0.1","295","±273","0.4%","±0.3","5,940","±1,164","0.2%","±0.1","2,537","±805","0.2%","±0.1","153","±174","0.1%","±0.1","845","±420","0.3%","±0.2","3,162","±830","0.1%","±0.1","4,919","±1,037","0.4%","±0.1","2,052","±565","0.4%","±0.1","1,387","±506","0.3%","±0.1","4,575","±1,047","0.6%","±0.1","3,087","±874","0.5%","±0.1","631","±339","0.2%","±0.1","509","±302","0.0%","±0.1","270","±188","0.0%","±0.1","2,682","±641","0.1%","±0.1","1,693","±514","0.2%","±0.1","1,498","±564","0.4%","±0.1","4,351","±1,176","0.4%","±0.1","402","±202","0.2%","±0.1","503","±298","0.2%","±0.1","770","±338","0.2%","±0.1","199","±197","0.1%","±0.1","410","±279","0.0%","±0.1","886","±435","0.3%","±0.1","3,850","±1,022","0.2%","±0.1","4,082","±912","0.2%","±0.1","198","±144","0.2%","±0.1","6,165","±1,142","0.3%","±0.1","2,078","±567","0.4%","±0.1","1,135","±599","0.2%","±0.1","3,798","±875","0.2%","±0.1","0","±291","0.0%","±0.1","2,172","±812","0.3%","±0.1","385","±276","0.3%","±0.2","2,661","±684","0.3%","±0.1","4,669","±1,160","0.1%","±0.1","889","±403","0.2%","±0.1","220","±181","0.2%","±0.1","3,747","±907","0.3%","±0.1","1,848","±818","0.2%","±0.1","2,286","±630","0.8%","±0.2","1,246","±414","0.1%","±0.1","0","±269","0.0%","±0.2","4,845","±951","1.3%","±0.3"
"    $300 to $499","27,389","±2,181","3.5%","±0.3","974","±318","0.9%","±0.3","19,806","±2,514","1.9%","±0.2","21,310","±1,960","4.9%","±0.4","39,340","±2,903","0.8%","±0.1","13,239","±1,799","1.4%","±0.2","1,679","±481","0.3%","±0.1","2,974","±713","1.7%","±0.4","561","±347","0.7%","±0.4","47,942","±3,508","1.6%","±0.1","24,871","±2,291","1.5%","±0.1","1,377","±497","0.8%","±0.3","7,978","±1,325","2.9%","±0.5","30,236","±2,449","1.4%","±0.1","44,655","±2,987","3.7%","±0.2","15,906","±1,683","2.9%","±0.3","12,137","±1,445","2.5%","±0.3","35,321","±2,850","4.9%","±0.4","22,384","±2,108","3.5%","±0.3","7,675","±933","3.0%","±0.4","6,126","±1,256","0.6%","±0.1","4,840","±965","0.4%","±0.1","39,838","±2,833","2.2%","±0.2","17,525","±1,657","1.6%","±0.2","20,776","±2,528","5.1%","±0.6","33,710","±2,619","3.2%","±0.2","4,904","±981","3.0%","±0.6","7,821","±1,072","2.5%","±0.3","4,331","±943","1.0%","±0.2","884","±418","0.3%","±0.2","3,415","±908","0.2%","±0.1","12,333","±1,678","3.9%","±0.5","29,037","±2,187","1.1%","±0.1","42,138","±3,295","2.5%","±0.2","3,807","±658","3.8%","±0.7","52,960","±3,705","2.5%","±0.2","22,386","±1,867","3.8%","±0.3","9,628","±1,638","1.5%","±0.2","45,401","±2,898","2.1%","±0.1","395","±284","0.2%","±0.2","22,122","±2,302","2.9%","±0.3","4,362","±758","3.4%","±0.6","31,920","±2,829","3.1%","±0.3","49,380","±3,242","1.4%","±0.1","8,290","±1,306","1.8%","±0.3","944","±354","0.8%","±0.3","23,372","±2,354","1.6%","±0.2","14,376","±2,133","1.2%","±0.2","21,839","±2,052","7.9%","±0.7","12,447","±1,300","1.2%","±0.1","2,020","±609","2.2%","±0.7","34,448","±3,007","9.5%","±0.8"
"    $500 to $699","82,115","±4,133","10.6%","±0.5","3,802","±984","3.4%","±0.9","52,431","±3,822","4.9%","±0.4","67,330","±3,986","15.5%","±0.9","90,356","±4,832","1.7%","±0.1","29,646","±2,541","3.0%","±0.3","6,143","±1,114","0.9%","±0.2","5,798","±1,029","3.4%","±0.6","1,102","±519","1.3%","±0.6","150,996","±6,048","4.9%","±0.2","89,304","±4,164","5.4%","±0.2","3,603","±812","2.1%","±0.5","23,537","±2,714","8.5%","±0.9","90,984","±3,855","4.1%","±0.2","132,356","±5,318","10.9%","±0.4","55,107","±3,435","10.0%","±0.6","41,856","±2,593","8.7%","±0.5","90,312","±4,284","12.6%","±0.6","69,030","±4,120","10.8%","±0.6","21,590","±2,034","8.4%","±0.8","20,157","±2,396","1.8%","±0.2","19,550","±1,929","1.7%","±0.2","123,898","±4,738","6.8%","±0.3","45,422","±2,469","4.2%","±0.2","57,199","±3,492","13.9%","±0.8","101,543","±4,747","9.5%","±0.4","14,696","±1,683","8.9%","±1.0","22,586","±1,858","7.3%","±0.6","11,317","±1,662","2.6%","±0.4","4,865","±1,133","1.9%","±0.4","10,417","±1,448","0.7%","±0.1","30,229","±2,452","9.6%","±0.7","89,105","±4,379","3.5%","±0.2","117,512","±5,180","7.1%","±0.3","10,673","±1,275","10.6%","±1.2","156,113","±6,124","7.4%","±0.3","69,455","±4,041","11.9%","±0.7","24,080","±2,516","3.7%","±0.4","140,689","±4,762","6.5%","±0.2","2,968","±773","1.7%","±0.4","73,292","±4,848","9.6%","±0.6","12,576","±1,447","9.9%","±1.1","94,030","±4,719","9.0%","±0.4","178,738","±6,667","5.1%","±0.2","16,041","±1,734","3.5%","±0.4","5,777","±891","4.8%","±0.7","55,432","±3,048","3.8%","±0.2","35,654","±2,933","3.0%","±0.2","50,037","±2,786","18.2%","±1.0","47,687","±2,412","4.5%","±0.2","6,660","±1,421","7.1%","±1.5","76,725","±4,805","21.2%","±1.2"
